order_id,customer_name,sales,profit
CA-2015-149678,Anthony Witt,12.88,0.3864
US-2015-164357,Sandra Flanagan,13.12,1.476
US-2016-146570,Steve Nguyen,511.84,240.5648
US-2016-146570,Steve Nguyen,91.96,25.7488
US-2016-146570,Steve Nguyen,8.34,2.1684
CA-2017-124401,Ruben Dartt,37.68,2.355
CA-2017-124401,Ruben Dartt,279.944,80.4839
US-2014-140116,Kean Thornton,636.408,-15.9102
US-2014-140116,Kean Thornton,83.168,9.3564
CA-2014-123295,Adrian Hane,259.136,-25.9136
CA-2017-167101,Brian Moss,221.92,106.5216
CA-2017-167101,Brian Moss,26.0,11.7
US-2014-167633,Ben Wallace,15.552,5.4432
US-2014-152723,Henry Goldwyn,0.876,-1.4016
CA-2015-164882,Sandra Glassco,19.98,9.3906
CA-2015-164882,Sandra Glassco,398.352,124.485
CA-2015-164882,Sandra Glassco,5.04,1.26
CA-2015-164882,Sandra Glassco,17.45,8.027
CA-2015-164882,Sandra Glassco,323.136,20.196
CA-2015-164882,Sandra Glassco,29.7,8.019
CA-2015-164882,Sandra Glassco,1295.84,145.782
CA-2015-164882,Sandra Glassco,46.84,12.6468
CA-2015-164882,Sandra Glassco,425.833,20.0392
CA-2015-159786,Ralph Kennedy,209.67,-13.978
CA-2016-130267,Scot Wooten,159.88,73.5448
CA-2017-155460,Rob Williams,5.28,2.376
CA-2017-155460,Rob Williams,895.92,302.373
US-2017-168690,Thais Sissman,2.808,-1.9656
CA-2017-158246,Jennifer Braxton,215.976,-2.6997
CA-2017-167381,Erica Hernandez,241.96,41.1332
CA-2017-167381,Erica Hernandez,27.72,13.3056
CA-2017-144862,Erica Hernandez,104.68,35.3295
CA-2017-144862,Erica Hernandez,62.958,9.4437
CA-2014-126032,Brian Stugart,86.376,1.0797
CA-2015-134859,Julie Kriz,64.944,6.4944
CA-2015-134859,Julie Kriz,20.736,7.2576
US-2014-114188,Randy Ferguson,33.28,9.3184
US-2014-114188,Randy Ferguson,38.52,11.9412
US-2014-114188,Randy Ferguson,139.86,60.1398
CA-2015-156524,Dan Lawera,19.65,9.039
CA-2015-122210,William Brown,152.991,-122.3928
CA-2015-122210,William Brown,10.584,-2.3814
CA-2015-122210,William Brown,94.92,15.82
CA-2015-156377,Trudy Brown,14.76,-11.439
CA-2015-156377,Trudy Brown,3.656,-5.8496
US-2017-157896,Christy Brittain,146.82,73.41
CA-2014-159520,Grant Thornton,149.544,50.4711
CA-2014-159520,Grant Thornton,17.14,4.4564
CA-2014-159520,Grant Thornton,991.764,-347.1174
CA-2016-155481,Dean Katz,30.48,9.906
CA-2016-155481,Dean Katz,23.988,-4.7976
CA-2016-155481,Dean Katz,16.688,5.4236
US-2016-152051,Theresa Swint,422.058,-18.0882
US-2016-152051,Theresa Swint,38.088,-27.9312
US-2016-152051,Theresa Swint,254.352,-50.8704
CA-2014-141607,William Brown,43.31,4.331
CA-2017-102771,Denny Ordway,84.95,22.087
US-2017-139969,Art Ferguson,233.058,-53.2704
CA-2014-167360,Richard Bierner,111.79,43.5981
CA-2015-123505,Andy Reiter,14.94,7.0218
CA-2016-117282,Dan Reichenbach,14.16,5.133
US-2016-120460,Ben Ferrer,22.608,-10.1736
CA-2016-111115,Larry Blacks,21.48,10.74
CA-2014-124646,Dianna Vittorini,501.81,0.0
CA-2014-124646,Dianna Vittorini,161.94,9.7164
CA-2017-148166,Neil Knudson,17.856,2.0088
CA-2016-159737,Carlos Soltero,8.808,-14.9736
CA-2016-141019,Logan Haushalter,79.384,29.769
CA-2016-101938,Dianna Wilson,34.58,10.0282
CA-2017-166296,Karen Ferguson,314.55,150.984
CA-2016-154018,Helen Andreada,191.976,23.997
CA-2016-154018,Helen Andreada,8.288,3.0044
CA-2016-154018,Helen Andreada,139.92,-150.414
CA-2016-154018,Helen Andreada,15.872,1.1904
CA-2016-154018,Helen Andreada,6.286,-11.0005
CA-2017-117870,John Huston,14.016,1.752
CA-2017-117870,John Huston,71.976,-8.997
CA-2017-117870,John Huston,107.982,-26.9955
US-2017-137491,Linda Cazamias,305.312,-8.7232
CA-2014-152296,Ivan Liston,19.752,6.9132
CA-2016-112025,Lindsay Shagiari,9.264,-13.896
CA-2015-132507,Corey Catlett,61.792,6.1792
CA-2016-125738,Patrick Bzostek,45.68,21.0128
CA-2016-125738,Patrick Bzostek,60.12,28.8576
CA-2016-125738,Patrick Bzostek,41.72,13.0375
CA-2016-125738,Patrick Bzostek,71.6,32.936
CA-2016-128818,Caroline Jumper,85.232,30.8966
CA-2016-128818,Caroline Jumper,44.4,22.2
CA-2016-128818,Caroline Jumper,442.764,59.0352
CA-2016-128818,Caroline Jumper,3999.95,1159.9855
CA-2016-128818,Caroline Jumper,199.95,21.9945
CA-2016-128818,Caroline Jumper,63.68,28.0192
CA-2017-124576,Heather Kirkland,54.896,18.5274
CA-2016-101378,Rob Haberlin,29.0,7.25
CA-2017-143063,Ivan Liston,70.08,35.04
CA-2017-143063,Ivan Liston,121.3,25.473
CA-2017-143063,Ivan Liston,1454.49,378.1674
CA-2016-118913,Alan Shonely,60.81,17.0268
CA-2016-128412,Arthur Prichep,153.552,51.8238
CA-2016-128412,Arthur Prichep,65.34,22.869
CA-2016-128412,Arthur Prichep,123.92,55.764
CA-2016-128412,Arthur Prichep,35.1,12.285
CA-2016-128412,Arthur Prichep,44.75,8.5025
CA-2016-136483,Allen Goldenen,4.704,0.4116
CA-2014-163013,Bart Folk,14.67,3.9609
CA-2015-135363,Chloris Kastensmidt,15.552,5.4432
CA-2015-135363,Chloris Kastensmidt,5.232,1.7004
US-2014-165659,Liz Thompson,22.2,9.102
US-2014-165659,Liz Thompson,881.93,229.3018
CA-2015-138002,Beth Thompson,6.096,2.1336
CA-2015-138002,Beth Thompson,191.82,74.8098
CA-2015-128860,Steven Cartwright,20.104,1.7591
CA-2016-164350,Catherine Glotzbach,67.56,8.445
US-2014-103905,Arthur Wiediger,29.932,-46.3946
US-2014-103905,Arthur Wiediger,38.272,3.8272
CA-2015-129854,Roger Barcio,16.52,7.5992
CA-2014-125556,Maris LaWare,832.93,233.2204
CA-2014-125556,Maris LaWare,43.8,21.024
CA-2016-162313,Victoria Brennan,167.292,29.7408
CA-2017-107874,Scott Williamson,27.42,11.2422
CA-2017-129378,Neola Schneider,1.44,0.504
CA-2017-129378,Neola Schneider,61.776,20.8494
CA-2017-129378,Neola Schneider,241.96,60.49
CA-2017-129378,Neola Schneider,108.608,9.5032
CA-2014-151953,Dorothy Badders,2.816,0.9856
CA-2017-130841,Matt Hagelstein,9.984,3.6192
CA-2017-130841,Matt Hagelstein,14.98,4.1944
CA-2017-130841,Matt Hagelstein,1145.6,100.24
CA-2015-131884,Dennis Kane,485.94,-89.089
CA-2015-131884,Dennis Kane,37.376,4.672
CA-2015-131884,Dennis Kane,70.686,-24.2352
CA-2017-121909,Erin Ashbrook,54.816,17.8152
CA-2016-106383,Bobby Trafton,72.294,-98.8018
CA-2017-130771,Laura Armstrong,2.896,0.4706
CA-2017-130771,Laura Armstrong,124.792,15.599
CA-2016-139157,Greg Matthias,330.588,-115.7058
CA-2014-128055,Alex Avila,673.568,252.588
CA-2014-128055,Alex Avila,52.98,14.8344
CA-2017-157091,Denny Blanton,526.45,31.587
CA-2017-132122,John Huston,228.92,14.3075
CA-2015-123232,Doug Jacobs,319.968,35.9964
CA-2017-104066,Quincy Jones,205.03,67.6599
CA-2015-145849,Carol Triggs,190.86,11.4516
CA-2015-145849,Carol Triggs,24.32,8.2688
CA-2016-122322,Rick Huthwaite,44.4,12.432
CA-2017-166849,Sanjit Jacobs,44.4,-52.17
CA-2016-146633,Toby Gnade,1016.792,381.297
CA-2016-146633,Toby Gnade,38.136,13.3476
US-2016-126893,Carol Triggs,494.982,-115.4958
CA-2017-103380,Barry Franz,56.56,15.2712
CA-2017-103380,Barry Franz,5.56,1.4456
CA-2017-103380,Barry Franz,9.02,3.5178
CA-2017-103380,Barry Franz,8.62,2.2412
CA-2017-103380,Barry Franz,659.976,49.4982
CA-2015-116092,Justin MacKendrick,13.36,6.4128
CA-2015-116092,Justin MacKendrick,41.72,13.0375
CA-2015-116092,Justin MacKendrick,11.52,4.176
CA-2015-116092,Justin MacKendrick,541.44,157.0176
CA-2015-116092,Justin MacKendrick,19.44,9.3312
CA-2016-117849,Julie Kriz,143.7,68.976
CA-2015-169201,Henry Goldwyn,43.26,14.2758
CA-2015-169201,Henry Goldwyn,43.56,15.246
CA-2016-164091,Laura Armstrong,437.85,131.355
CA-2016-164091,Laura Armstrong,109.48,33.9388
CA-2017-105214,Troy Staebel,1212.96,90.972
CA-2017-105214,Troy Staebel,18.54,8.7138
CA-2015-117611,Maria Zettner,5.0,2.4
CA-2015-117611,Maria Zettner,371.97,66.9546
US-2015-137960,Mitch Webber,166.24,24.936
CA-2017-122994,Mark Van Huff,359.97,79.1934
CA-2016-131065,Allen Armold,499.98,114.9954
CA-2016-131065,Allen Armold,5.28,2.376
CA-2016-131065,Allen Armold,8.26,3.8822
CA-2017-149146,Sean Miller,7.968,2.6892
CA-2017-137470,Tom Prescott,12.96,6.3504
CA-2017-105480,Dean Katz,6.48,3.1104
CA-2017-105480,Dean Katz,6.984,2.3571
CA-2017-164917,Michael Kennedy,47.96,4.1965
CA-2015-102036,Chad Sievert,199.74,47.9376
CA-2015-142944,John Lucas,435.26,95.7572
CA-2015-142944,John Lucas,1119.984,377.9946
CA-2014-157882,Allen Rosenblatt,143.432,3.5858
CA-2014-157882,Allen Rosenblatt,122.352,13.7646
CA-2014-104283,Liz MacKendrick,306.2,0.0
CA-2014-104283,Liz MacKendrick,85.98,22.3548
CA-2014-104283,Liz MacKendrick,223.96,53.7504
CA-2017-142622,Jim Karlsson,97.568,-6.098
CA-2017-142622,Jim Karlsson,614.272,-23.0352
CA-2017-142622,Jim Karlsson,199.98,37.9962
CA-2016-132143,Filia McAdams,48.16,22.1536
CA-2015-153108,Sarah Foster,23.92,6.6976
CA-2015-153108,Sarah Foster,60.69,16.3863
CA-2016-112676,Patrick Jones,14.352,5.2026
CA-2017-165687,Christine Sundaresam,35.04,12.264
US-2017-112928,Barry Blumstein,17.48,1.311
CA-2017-143343,Ben Wallace,16.4,4.756
CA-2017-115154,Ricardo Sperren,892.98,80.3682
CA-2015-149342,Theresa Swint,287.97,77.7519
CA-2015-149342,Theresa Swint,595.38,297.69
CA-2015-149342,Theresa Swint,12.96,6.2208
CA-2015-130995,Quincy Jones,4.95,1.3365
CA-2017-127929,Filia McAdams,181.95,38.2095
CA-2015-113145,Valerie Dominguez,13.52,6.2192
CA-2015-113145,Valerie Dominguez,259.7,106.477
CA-2015-113145,Valerie Dominguez,42.95,1.2885
CA-2015-113145,Valerie Dominguez,1399.93,601.9699
CA-2015-113145,Valerie Dominguez,503.96,125.99
CA-2014-162362,Jeremy Lonsdale,12.72,6.36
CA-2014-162362,Jeremy Lonsdale,11.52,5.6448
CA-2016-106558,Dionis Lloyd,316.0,31.6
CA-2017-157931,Meg O'Connel,723.92,188.2192
CA-2017-157931,Meg O'Connel,106.32,49.9704
CA-2016-115574,Ben Peterman,141.372,-14.1372
CA-2015-160794,Michael Stewart,27.216,9.8658
CA-2017-116225,Susan Vittorini,390.75,171.93
US-2017-120418,Becky Castell,280.792,35.099
US-2017-120418,Becky Castell,68.448,7.7004
US-2017-120418,Becky Castell,88.04,6.603
US-2017-120418,Becky Castell,15.872,1.984
US-2017-120418,Becky Castell,215.592,-48.5082
CA-2017-122035,Elizabeth Moffitt,14.62,6.8714
CA-2017-122035,Elizabeth Moffitt,416.32,112.4064
CA-2017-122035,Elizabeth Moffitt,43.0,20.21
CA-2017-122035,Elizabeth Moffitt,182.94,27.441
CA-2017-122035,Elizabeth Moffitt,60.83,30.415
CA-2017-122035,Elizabeth Moffitt,389.97,132.5898
CA-2015-117828,Bradley Drucker,194.32,56.3528
CA-2017-165491,Helen Wasserman,265.93,63.8232
CA-2015-109470,Karen Carlisle,94.74,44.5278
CA-2015-109470,Karen Carlisle,60.64,27.8944
CA-2015-109470,Karen Carlisle,76.3,38.15
CA-2015-109470,Karen Carlisle,364.8,167.808
CA-2015-105102,Brendan Murry,79.872,29.952
CA-2015-105102,Brendan Murry,46.384,1.1596
CA-2015-105102,Brendan Murry,12.96,6.2208
CA-2017-138422,Kristina Nunn,14.352,5.2026
US-2015-147739,Justin Deggeller,547.136,-68.392
CA-2016-155187,Laura Armstrong,41.96,2.9372
CA-2016-155187,Laura Armstrong,41.7,20.85
CA-2017-169285,Robert Waldorf,277.4,133.152
CA-2017-169285,Robert Waldorf,5.78,2.8322
CA-2014-140886,Kelly Williams,69.216,11.2476
CA-2017-152695,Chris Cortes,10.86,5.1042
CA-2017-152695,Chris Cortes,426.79,123.7691
CA-2014-110639,Rick Hansen,25.92,12.4416
CA-2014-110639,Rick Hansen,45.92,22.5008
CA-2014-121727,Jim Karlsson,10.72,1.742
CA-2016-137736,Debra Catini,41.86,10.465
US-2014-143231,Gary Mitchum,63.2,23.384
US-2014-143231,Gary Mitchum,113.97,27.3528
US-2014-155894,Carl Ludwig,123.552,-29.3436
CA-2016-119025,Paul Van Hugh,490.32,137.2896
CA-2016-159373,Liz Thompson,70.08,24.528
CA-2016-159373,Liz Thompson,1.272,-2.1624
CA-2016-159373,Liz Thompson,557.585,0.0
CA-2017-109701,Alice McCarthy,9.024,3.1584
CA-2017-109701,Alice McCarthy,69.456,22.5732
CA-2017-109701,Alice McCarthy,10.86,5.3214
CA-2017-109701,Alice McCarthy,79.47,22.2516
CA-2017-109701,Alice McCarthy,10.08,5.04
CA-2015-111514,Scott Cohen,1552.831,200.9546
CA-2015-111514,Scott Cohen,137.24,46.3185
CA-2015-111514,Scott Cohen,36.51,15.6993
CA-2015-111514,Scott Cohen,239.976,80.9919
US-2014-148838,Christine Phan,1579.746,-447.5947
US-2014-148838,Christine Phan,1071.576,-553.6476
US-2014-148838,Christine Phan,613.908,-122.7816
US-2014-148838,Christine Phan,34.86,16.3842
US-2014-148838,Christine Phan,155.04,75.9696
CA-2017-136497,Roy Französisch,13.71,-10.054
US-2016-108637,Adam Bellavance,127.88,40.9216
US-2016-108637,Adam Bellavance,160.32,44.8896
US-2016-108637,Adam Bellavance,46.0,20.7
CA-2014-102295,Erica Hackney,120.712,-18.1068
CA-2017-123659,Michael Nguyen,23.12,11.3288
US-2016-129469,Kelly Lampkin,532.704,-26.6352
US-2016-129469,Kelly Lampkin,4.912,0.307
CA-2017-155152,Michael Paige,252.0,93.24
CA-2016-159940,Barry Französisch,60.288,-27.1296
CA-2016-159940,Barry Französisch,2.632,0.8225
CA-2016-159940,Barry Französisch,23.688,7.6986
CA-2016-159940,Barry Französisch,253.372,-14.4784
CA-2017-119669,Theone Pippenger,5.67,0.1134
US-2014-164616,Maxwell Schwartz,76.776,-58.8616
US-2014-164616,Maxwell Schwartz,9.184,1.148
CA-2015-148628,Katherine Murray,32.75,15.065
CA-2016-118052,Brad Eason,7.216,1.7138
CA-2016-118052,Brad Eason,49.568,15.49
CA-2016-118052,Brad Eason,54.712,11.6263
US-2017-117534,Christina VanderZanden,176.04,45.7704
US-2017-117534,Christina VanderZanden,16.02,4.4856
US-2017-117534,Christina VanderZanden,185.92,62.748
US-2017-117534,Christina VanderZanden,211.168,15.8376
US-2017-117534,Christina VanderZanden,479.984,59.998
CA-2015-145065,Dennis Kane,7.86,3.6156
CA-2015-145065,Dennis Kane,24.448,8.8624
US-2015-127040,Speros Goranitis,6.48,3.1104
US-2015-127040,Speros Goranitis,41.86,20.5114
US-2015-127040,Speros Goranitis,1619.91,97.1946
US-2015-127040,Speros Goranitis,113.92,42.1504
CA-2016-128111,Christine Sundaresam,39.68,10.3168
CA-2015-137897,Patrick Jones,37.6,2.256
CA-2015-137897,Patrick Jones,59.9,23.96
CA-2015-137897,Patrick Jones,37.0,16.65
CA-2017-169264,Nora Preis,5.76,2.8224
CA-2017-169264,Nora Preis,16.68,4.3368
CA-2017-147361,Sean Braxton,628.81,12.5762
CA-2017-147361,Sean Braxton,56.45,14.677
CA-2017-145877,Adam Shillingsburg,94.2,23.55
CA-2017-145877,Adam Shillingsburg,28.4,13.348
US-2016-110170,Harry Marie,956.6648,-225.0976
CA-2017-108574,Mike Gockenbach,1115.91,200.8638
CA-2017-108574,Mike Gockenbach,128.744,-28.9674
CA-2017-108574,Mike Gockenbach,79.92,26.973
CA-2017-144589,Tamara Manning,24.2,7.986
CA-2017-144589,Tamara Manning,359.976,130.4913
CA-2017-155985,Bill Eplett,211.84,76.2624
CA-2014-162684,Ann Steele,5.68,1.917
CA-2015-142041,Eleni McCrary,7.52,2.632
CA-2014-151295,Joseph Airdo,11.96,5.8604
CA-2014-151295,Joseph Airdo,629.064,31.4532
CA-2016-156300,Troy Blackwell,754.45,60.356
CA-2015-146087,Paul Prost,301.96,60.392
CA-2017-168655,Michelle Lonsdale,595.0,95.2
CA-2017-168655,Michelle Lonsdale,79.872,29.952
CA-2016-107202,Linda Cazamias,2396.4,179.73
CA-2017-159597,Matt Collister,63.56,3.178
CA-2017-159597,Matt Collister,99.99,43.9956
CA-2016-155551,Clay Rozendal,230.376,-48.9549
CA-2016-155551,Clay Rozendal,9.664,3.2616
US-2017-147669,Susan Vittorini,158.928,41.7186
US-2017-147669,Susan Vittorini,13.023,-10.4184
US-2017-147669,Susan Vittorini,273.06,-104.673
US-2017-147669,Susan Vittorini,39.312,12.7764
CA-2016-169922,Mary Zewe,1.344,-2.1504
CA-2016-169922,Mary Zewe,8.272,-13.6488
CA-2016-169922,Mary Zewe,12.544,-9.0944
CA-2017-100748,Ross Baird,58.48,27.4856
CA-2017-129805,Harry Marie,7.4,3.034
CA-2014-148586,Annie Zypern,366.786,65.2064
US-2017-112613,Jonathan Howell,54.368,4.0776
CA-2015-154746,Patrick Jones,33.96,16.98
CA-2015-154746,Patrick Jones,826.11,322.1829
CA-2017-140053,Christina Anderson,545.85,114.6285
CA-2014-164210,Pierre Wener,145.98,-99.2664
CA-2014-164210,Pierre Wener,35.808,12.5328
CA-2017-139948,Shaun Weien,7.904,2.1736
CA-2016-146934,Art Ferguson,345.0,86.25
CA-2016-146934,Art Ferguson,174.286,-19.9184
CA-2016-146934,Art Ferguson,662.84,172.3384
CA-2016-146934,Art Ferguson,95.1,30.432
CA-2016-146934,Art Ferguson,26.88,12.9024
CA-2016-146934,Art Ferguson,257.98,74.8142
CA-2015-100573,Anne McFarland,17.48,8.2156
CA-2016-119165,Bill Donatelli,492.835,-14.081
CA-2015-128027,Christopher Martinez,269.49,5.3898
CA-2016-140207,Christopher Schild,29.12,9.828
CA-2017-140949,Denny Blanton,18.75,9.0
CA-2017-140949,Denny Blanton,119.7,31.122
CA-2017-140949,Denny Blanton,9.144,3.0861
CA-2017-140949,Denny Blanton,57.06,18.2592
CA-2017-140949,Denny Blanton,71.6,13.604
CA-2017-140949,Denny Blanton,107.44,27.9344
CA-2017-140949,Denny Blanton,7.31,3.4357
CA-2017-140949,Denny Blanton,59.1,22.458
CA-2017-140949,Denny Blanton,46.53,12.0978
CA-2017-138548,James Galang,97.84,25.4384
CA-2015-142419,Shahid Collister,29.97,13.4865
CA-2015-142419,Shahid Collister,98.352,34.4232
CA-2017-148691,Chuck Sachs,83.92,29.372
CA-2017-148691,Chuck Sachs,14.624,5.1184
CA-2017-148691,Chuck Sachs,136.99,36.9873
CA-2017-148691,Chuck Sachs,3.15,1.512
CA-2017-128755,Mike Kennedy,9.11,4.0995
CA-2017-128755,Mike Kennedy,571.44,165.7176
CA-2017-128755,Mike Kennedy,32.4,15.552
CA-2017-128755,Mike Kennedy,16.91,4.5657
US-2016-135923,Carlos Meador,14.272,4.2816
US-2016-135923,Carlos Meador,451.136,-67.6704
US-2016-135923,Carlos Meador,64.864,6.4864
CA-2016-114972,Phillip Flathmann,217.584,-29.9178
CA-2016-114972,Phillip Flathmann,82.95,29.0325
CA-2016-114972,Phillip Flathmann,87.71,41.2237
CA-2016-114972,Phillip Flathmann,1101.48,429.5772
CA-2017-102750,Greg Maxwell,1322.352,-99.1764
CA-2014-145212,Dan Campbell,5.46,1.4742
CA-2017-141992,Frank Olsen,11.184,0.8388
CA-2017-141992,Frank Olsen,153.584,-32.6366
CA-2017-147956,Alan Hwang,1003.62,0.0
CA-2017-126067,Kristina Nunn,35.168,11.4296
CA-2017-126067,Kristina Nunn,1137.75,250.305
CA-2017-126067,Kristina Nunn,99.68,32.396
CA-2017-126067,Kristina Nunn,5.56,1.4456
CA-2015-104514,Claudia Bergmann,85.52,22.2352
CA-2015-104514,Claudia Bergmann,9.84,2.6568
CA-2015-104514,Claudia Bergmann,20.04,9.6192
CA-2015-141040,Tim Brockman,631.96,303.3408
CA-2015-141040,Tim Brockman,23.92,10.764
CA-2014-113579,Katherine Ducich,90.24,41.5104
CA-2014-144624,John Murray,4548.81,1228.1787
CA-2016-146206,Kean Thornton,300.93,-34.392
CA-2016-146206,Kean Thornton,719.96,53.997
CA-2014-136644,Sonia Cooley,647.84,32.392
CA-2015-122371,Bryan Spruell,64.17,18.6093
CA-2015-122371,Bryan Spruell,124.46,58.4962
CA-2016-126935,Bill Tyler,9.584,3.3544
US-2017-133781,Dan Campbell,37.608,12.6927
CA-2017-131618,Luke Schmidt,12.224,4.4312
CA-2017-131618,Luke Schmidt,2.304,-3.5712
CA-2017-131618,Luke Schmidt,9.36,-16.38
CA-2016-149482,Ralph Ritter,7.38,3.4686
CA-2014-143917,Ken Lonsdale,53.72,15.0416
CA-2014-143917,Ken Lonsdale,8187.65,327.506
CA-2014-143917,Ken Lonsdale,77.92,34.2848
CA-2015-120397,Richard Bierner,32.784,-85.2384
CA-2017-163902,Maribeth Yedwab,196.776,14.7582
CA-2017-163902,Maribeth Yedwab,479.94,52.7934
CA-2016-136812,Arthur Wiediger,1117.92,55.896
CA-2015-102722,Kelly Williams,106.5,41.535
CA-2017-155089,Daniel Byrd,45.66,-33.484
CA-2016-124506,Brenda Bowman,95.968,1.1996
CA-2016-124506,Brenda Bowman,47.992,-2.0568
CA-2014-106572,Nora Preis,264.32,19.824
CA-2014-128888,Peter Bühler,604.656,204.0714
CA-2017-123134,Dorothy Wardle,129.93,12.993
CA-2016-124352,Cynthia Delaney,20.16,9.8784
CA-2016-124352,Cynthia Delaney,29.46,14.4354
CA-2016-124352,Cynthia Delaney,868.59,251.8911
CA-2016-124352,Cynthia Delaney,12.96,6.2208
CA-2016-124352,Cynthia Delaney,5.5,1.375
CA-2016-124352,Cynthia Delaney,121.6,55.936
CA-2015-124541,Thomas Thornton,42.048,5.256
CA-2015-124541,Thomas Thornton,25.488,4.4604
CA-2015-124541,Thomas Thornton,6.9,-12.075
CA-2015-124541,Thomas Thornton,9.648,-16.884
CA-2015-124541,Thomas Thornton,7.968,2.8884
CA-2014-108707,Daniel Byrd,10.368,3.6288
CA-2014-111500,Don Jones,114.2,52.532
CA-2014-111500,Don Jones,17.96,8.2616
CA-2014-111500,Don Jones,12.67,4.5612
CA-2014-111500,Don Jones,339.96,122.3856
US-2017-117723,Dionis Lloyd,1801.632,-337.806
CA-2015-143238,Lori Olson,46.32,18.0648
CA-2015-168746,Seth Vernon,181.986,-54.5958
CA-2015-168746,Seth Vernon,431.976,-100.7944
CA-2015-168746,Seth Vernon,155.37,-36.253
CA-2015-113404,Eleni McCrary,1348.704,-219.1644
CA-2015-113404,Eleni McCrary,700.152,78.7671
CA-2016-144792,Ken Dana,111.888,22.3776
CA-2014-164385,Nicole Brennan,143.952,14.3952
US-2016-114174,Anne Pryor,173.94,13.9152
US-2016-114174,Anne Pryor,14.76,6.9372
CA-2017-108070,Joel Eaton,205.92,2.0592
CA-2017-108070,Joel Eaton,102.833,-6.049
US-2015-128090,John Murray,2.304,0.2592
US-2015-128090,John Murray,1879.96,211.4955
US-2015-128090,John Murray,313.024,105.6456
US-2015-128090,John Murray,5.04,1.764
CA-2017-101042,Adrian Barton,821.88,213.6888
CA-2017-101042,Adrian Barton,21.96,10.7604
CA-2016-155439,Parhena Norris,25.92,12.4416
CA-2016-118626,John Castell,705.544,70.5544
CA-2015-111458,Philip Fox,50.0,12.0
US-2016-126844,Bart Watters,51.712,-32.32
US-2015-112508,Ben Peterman,6.992,0.5244
CA-2015-147788,Tamara Manning,1406.86,140.686
CA-2015-147788,Tamara Manning,15.75,7.56
CA-2015-147788,Tamara Manning,323.1,61.389
CA-2015-144288,Maria Bertelson,9.216,3.3408
CA-2015-144288,Maria Bertelson,10.368,3.6288
CA-2015-110632,Harold Ryan,15.02,2.7036
CA-2015-110632,Harold Ryan,33.82,9.1314
CA-2017-109589,Brian Derr,71.0,27.69
CA-2017-123967,Sarah Foster,25.12,7.85
CA-2017-123967,Sarah Foster,2665.62,239.9058
CA-2017-148929,Stefania Perrino,478.08,133.8624
CA-2017-134404,Dan Reichenbach,164.388,-35.6174
CA-2017-134404,Dan Reichenbach,13.248,3.6432
CA-2017-109778,Valerie Mitchum,2.912,0.91
CA-2016-155845,Chris McAfee,1399.944,52.4979
CA-2017-145128,Sean Miller,526.45,31.587
CA-2014-129091,Ruben Ausman,16.23,7.9527
CA-2014-129091,Ruben Ausman,319.9,156.751
CA-2014-129091,Ruben Ausman,11.36,5.3392
CA-2014-129091,Ruben Ausman,675.12,290.3016
US-2014-155502,Shirley Daniels,62.82,30.7818
US-2014-155502,Shirley Daniels,489.92,0.0
US-2014-155502,Shirley Daniels,19.44,9.3312
US-2014-155502,Shirley Daniels,16.68,8.34
US-2014-155502,Shirley Daniels,155.35,0.0
US-2014-155502,Shirley Daniels,12.42,4.4712
US-2014-155502,Shirley Daniels,187.98,52.6344
CA-2015-121041,Chris Selesnick,6.608,2.1476
CA-2017-131695,Ralph Arnett,248.57,67.1139
CA-2017-131695,Ralph Arnett,22.23,9.7812
CA-2016-137729,Barry Franz,5.98,1.0166
CA-2016-137729,Barry Franz,246.168,21.5397
US-2016-115455,Sanjit Engle,14.136,-7.7748
US-2016-115455,Sanjit Engle,601.47,-300.735
CA-2017-128300,Roland Schwarz,79.1,39.55
CA-2017-128300,Roland Schwarz,327.84,157.3632
CA-2017-149048,Brian Moss,180.96,81.432
CA-2017-149048,Brian Moss,914.97,411.7365
CA-2017-149048,Brian Moss,587.97,158.7519
CA-2017-149048,Brian Moss,530.34,95.4612
CA-2017-149048,Brian Moss,14.94,7.3206
CA-2017-108553,Sally Knutson,121.94,35.3626
CA-2017-108553,Sally Knutson,122.71,36.813
CA-2016-165848,Edward Nazzal,14.94,7.0218
CA-2016-165848,Edward Nazzal,1349.85,364.4595
CA-2016-165848,Edward Nazzal,136.784,5.1294
CA-2016-165848,Edward Nazzal,61.12,20.7808
CA-2014-112718,Kean Nguyen,1.167,-0.8558
CA-2016-154053,Michael Granlund,16.99,4.9271
CA-2014-127446,Matt Collister,24.672,0.0
CA-2014-127446,Matt Collister,2.52,0.882
CA-2014-127446,Matt Collister,1218.735,-121.8735
CA-2014-127446,Matt Collister,5.904,1.9926
CA-2014-127446,Matt Collister,15.696,5.1012
CA-2014-127446,Matt Collister,6.096,-3.9624
CA-2016-137204,Bill Overfelt,41.568,2.598
CA-2014-147298,Aleksandra Gannaway,230.28,23.028
CA-2014-147298,Aleksandra Gannaway,18.288,5.715
CA-2017-147942,Maribeth Schnelling,5.78,2.7166
CA-2017-147942,Maribeth Schnelling,121.68,38.025
CA-2017-115931,Jim Mitchum,4.17,1.0842
CA-2017-115931,Jim Mitchum,67.04,6.704
CA-2017-115931,Jim Mitchum,37.32,10.4496
CA-2017-115931,Jim Mitchum,18.45,8.6715
CA-2014-164861,Matthew Clasen,25.92,12.4416
CA-2017-127180,Tom Ashbrook,11199.968,3919.9888
CA-2017-127180,Tom Ashbrook,2399.6,647.892
